location_id,alertListId,alertTitle,alertDetail,alertDate,active
571718,237,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",20/8/21,TRUE
941846,238,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",21/8/21,TRUE
180564,239,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",22/8/21,TRUE
333235,240,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",23/8/21,TRUE
674475,241,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",24/8/21,TRUE
406681,242,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",25/8/21,TRUE
980813,243,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",26/8/21,TRUE
818895,244,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",27/8/21,TRUE
418930,245,"""New In""","""Covid19 Entry Requirements for Travellers to China""",28/8/21,TRUE
139353,246,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",29/8/21,TRUE
178182,247,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",30/8/21,TRUE
883542,248,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",31/8/21,TRUE
133249,249,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",1/9/21,TRUE
823008,250,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",2/9/21,TRUE
586878,251,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",3/9/21,TRUE
702547,252,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",4/9/21,TRUE
451190,253,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",5/9/21,TRUE
168054,254,"""New In""","""Covid19 Entry Requirements for Travellers to China""",6/9/21,TRUE
993075,255,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",7/9/21,TRUE
391565,256,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",8/9/21,TRUE
448482,257,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",9/9/21,TRUE
328272,258,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",10/9/21,TRUE
302843,259,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",11/9/21,TRUE
149345,260,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",12/9/21,TRUE
529811,261,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",13/9/21,TRUE
473630,262,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",14/9/21,TRUE
245021,263,"""New In""","""Covid19 Entry Requirements for Travellers to China""",15/9/21,TRUE
711335,264,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",16/9/21,TRUE
879290,265,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",17/9/21,TRUE
614100,266,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",18/9/21,TRUE
960642,267,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",19/9/21,TRUE
248258,268,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",20/9/21,TRUE
630024,269,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",21/9/21,TRUE
607906,270,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",22/9/21,TRUE
832032,271,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",23/9/21,TRUE
442806,272,"""New In""","""Covid19 Entry Requirements for Travellers to China""",24/9/21,TRUE
388482,273,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",25/9/21,TRUE
460273,274,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",26/9/21,TRUE
800870,275,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",27/9/21,TRUE
513447,276,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",28/9/21,TRUE
817688,277,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",29/9/21,TRUE
397850,278,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",30/9/21,TRUE
954572,279,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",1/10/21,TRUE
563008,280,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",2/10/21,TRUE
830736,281,"""New In""","""Covid19 Entry Requirements for Travellers to China""",3/10/21,TRUE
735952,282,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",4/10/21,TRUE
214662,283,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",5/10/21,TRUE
329668,284,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",6/10/21,TRUE
154161,285,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",7/10/21,TRUE
805467,286,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",8/10/21,TRUE
254989,287,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",9/10/21,TRUE
123040,288,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",10/10/21,TRUE
787631,289,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",11/10/21,TRUE
853953,290,"""New In""","""Covid19 Entry Requirements for Travellers to China""",12/10/21,TRUE
669251,291,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",13/10/21,TRUE
356326,292,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",14/10/21,TRUE
812704,293,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",15/10/21,TRUE
919944,294,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",16/10/21,TRUE
636833,295,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",17/10/21,TRUE
117702,296,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",18/10/21,TRUE
723027,297,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",19/10/21,TRUE
928623,298,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",20/10/21,TRUE
289062,299,"""New In""","""Covid19 Entry Requirements for Travellers to China""",21/10/21,TRUE
721882,300,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",22/10/21,TRUE
931036,301,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",23/10/21,TRUE
396700,302,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",24/10/21,TRUE
470563,303,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",25/10/21,TRUE
889773,304,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",26/10/21,TRUE
124226,305,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",27/10/21,TRUE
662724,306,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",28/10/21,TRUE
703292,307,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",29/10/21,TRUE
668626,308,"""New In""","""Covid19 Entry Requirements for Travellers to China""",30/10/21,TRUE
874818,309,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",31/10/21,TRUE
386124,310,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",1/11/21,TRUE
354194,311,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",2/11/21,TRUE
234849,312,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",3/11/21,TRUE
495099,313,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",4/11/21,TRUE
627417,314,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",5/11/21,TRUE
216569,315,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",6/11/21,TRUE
802087,316,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",7/11/21,TRUE
546745,317,"""New In""","""Covid19 Entry Requirements for Travellers to China""",8/11/21,TRUE
520796,318,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",9/11/21,TRUE
582558,319,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",10/11/21,TRUE
947075,320,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",11/11/21,TRUE
270659,321,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",12/11/21,TRUE
921341,322,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",13/11/21,TRUE
673572,323,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",14/11/21,TRUE
299470,324,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",15/11/21,TRUE
646104,325,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",16/11/21,TRUE
107202,326,"""New In""","""Covid19 Entry Requirements for Travellers to China""",17/11/21,TRUE
685272,327,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",18/11/21,TRUE
299826,328,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",19/11/21,TRUE
734206,329,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",20/11/21,TRUE
464773,330,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",21/11/21,TRUE
368208,331,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",22/11/21,TRUE
749274,332,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",23/11/21,TRUE
365776,333,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",24/11/21,TRUE
883792,334,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",25/11/21,TRUE
332329,335,"""New In""","""Covid19 Entry Requirements for Travellers to China""",26/11/21,TRUE
533225,336,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",27/11/21,TRUE
878870,337,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",28/11/21,TRUE
929149,338,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",29/11/21,TRUE
775470,339,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",30/11/21,TRUE
624750,340,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",1/12/21,TRUE
646955,341,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",2/12/21,TRUE
223752,342,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",3/12/21,TRUE
127774,343,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",4/12/21,TRUE
929233,344,"""New In""","""Covid19 Entry Requirements for Travellers to China""",5/12/21,TRUE
464752,345,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",6/12/21,TRUE
881534,346,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",7/12/21,TRUE
106178,347,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",8/12/21,TRUE
682996,348,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",9/12/21,TRUE
353283,349,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",10/12/21,TRUE
974813,350,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",11/12/21,TRUE
179822,351,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",12/12/21,TRUE
163196,352,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",13/12/21,TRUE
859547,353,"""New In""","""Covid19 Entry Requirements for Travellers to China""",14/12/21,TRUE
709313,354,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",15/12/21,TRUE
937732,355,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",16/12/21,TRUE
859537,356,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",17/12/21,TRUE
687799,357,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",18/12/21,TRUE
276973,358,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",19/12/21,TRUE
416449,359,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",20/12/21,TRUE
244341,360,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",21/12/21,TRUE
276020,361,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",22/12/21,TRUE
103295,362,"""New In""","""Covid19 Entry Requirements for Travellers to China""",23/12/21,TRUE
386321,363,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",24/12/21,TRUE
143825,364,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",25/12/21,TRUE
848324,365,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",26/12/21,TRUE
913550,366,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",27/12/21,TRUE
954319,367,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",28/12/21,TRUE
814387,368,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",29/12/21,TRUE
731351,369,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",30/12/21,TRUE
277211,370,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",31/12/21,TRUE
684758,371,"""New In""","""Covid19 Entry Requirements for Travellers to China""",1/1/22,TRUE
559861,372,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",2/1/22,TRUE
326756,373,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",3/1/22,TRUE
611026,374,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",4/1/22,TRUE
730256,375,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",5/1/22,TRUE
578088,376,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",6/1/22,TRUE
339777,377,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",7/1/22,TRUE
930672,378,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",8/1/22,TRUE
404607,379,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",9/1/22,TRUE
816822,380,"""New In""","""Covid19 Entry Requirements for Travellers to China""",10/1/22,TRUE
946557,381,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",11/1/22,TRUE
259045,382,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",12/1/22,TRUE
501841,383,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",13/1/22,TRUE
869944,384,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",14/1/22,TRUE
967384,385,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",15/1/22,TRUE
417766,386,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",16/1/22,TRUE
186882,387,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",17/1/22,TRUE
648906,388,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",18/1/22,TRUE
375036,389,"""New In""","""Covid19 Entry Requirements for Travellers to China""",19/1/22,TRUE
924078,390,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",20/1/22,TRUE
830502,391,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",21/1/22,TRUE
830818,392,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",22/1/22,TRUE
285488,393,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",23/1/22,TRUE
575073,394,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",24/1/22,TRUE
877630,395,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",25/1/22,TRUE
240911,396,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",26/1/22,TRUE
114727,397,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",27/1/22,TRUE
388545,398,"""New In""","""Covid19 Entry Requirements for Travellers to China""",28/1/22,TRUE
469694,399,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",29/1/22,TRUE
689422,400,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",30/1/22,TRUE
689897,401,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",31/1/22,TRUE
997365,402,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",1/2/22,TRUE
132921,403,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",2/2/22,TRUE
780620,404,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",3/2/22,TRUE
731271,405,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",4/2/22,TRUE
976336,406,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",5/2/22,TRUE
193176,407,"""New In""","""Covid19 Entry Requirements for Travellers to China""",6/2/22,TRUE
916564,408,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",7/2/22,TRUE
482154,409,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",8/2/22,TRUE
450428,410,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",9/2/22,TRUE
215036,411,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",10/2/22,TRUE
298183,412,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",11/2/22,TRUE
450748,413,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",12/2/22,TRUE
747467,414,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",13/2/22,TRUE
769154,415,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",14/2/22,TRUE
802781,416,"""New In""","""Covid19 Entry Requirements for Travellers to China""",15/2/22,TRUE
181253,417,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",16/2/22,TRUE
360719,418,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",17/2/22,TRUE
388933,419,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",18/2/22,TRUE
420570,420,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",19/2/22,TRUE
420652,421,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",20/2/22,TRUE
844189,422,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",21/2/22,TRUE
608355,423,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",22/2/22,TRUE
546910,424,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",23/2/22,TRUE
882220,425,"""New In""","""Covid19 Entry Requirements for Travellers to China""",24/2/22,TRUE
825690,426,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",25/2/22,TRUE
455424,427,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",26/2/22,TRUE
774474,428,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",27/2/22,TRUE
647170,429,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",28/2/22,TRUE
339640,430,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",1/3/22,TRUE
852291,431,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",2/3/22,TRUE
944997,432,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",3/3/22,TRUE
536567,433,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",4/3/22,TRUE
450320,434,"""New In""","""Covid19 Entry Requirements for Travellers to China""",5/3/22,TRUE
649942,435,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",6/3/22,TRUE
561727,436,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",7/3/22,TRUE
459948,437,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",8/3/22,TRUE
277520,438,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",9/3/22,TRUE
436033,439,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",10/3/22,TRUE
843680,440,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",11/3/22,TRUE
111115,441,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",12/3/22,TRUE
807184,442,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",13/3/22,TRUE
557104,443,"""New In""","""Covid19 Entry Requirements for Travellers to China""",14/3/22,TRUE
949854,444,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",15/3/22,TRUE
447495,445,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",16/3/22,TRUE
330975,446,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",17/3/22,TRUE
408254,447,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",18/3/22,TRUE
279157,448,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",19/3/22,TRUE
225497,449,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",20/3/22,TRUE
302860,450,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",21/3/22,TRUE
535076,451,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",22/3/22,TRUE
667765,452,"""New In""","""Covid19 Entry Requirements for Travellers to China""",23/3/22,TRUE
933000,453,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",24/3/22,TRUE
905550,454,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",25/3/22,TRUE
845570,455,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",26/3/22,TRUE
740734,456,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",27/3/22,TRUE
509493,457,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",28/3/22,TRUE
388587,458,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",29/3/22,TRUE
507911,459,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",30/3/22,TRUE
803666,460,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",31/3/22,TRUE
779913,461,"""New In""","""Covid19 Entry Requirements for Travellers to China""",1/4/22,TRUE
946929,462,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",2/4/22,TRUE
251524,463,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",3/4/22,TRUE
221306,464,"""Channel News Octo""","""Olympics Coe says Tokyo 2020 organisers delivered on Covid19 protocols""",4/4/22,TRUE
457634,465,"""Turbo Times""","""Malaysia's vaccination plan may be delayed as 'pharmaceutical firms prioritise rich nations', says minister""",5/4/22,TRUE
888910,466,"""Turbo Times""","""Cruises eye smoother waters with Covid19 vaccines health bubbles'""",6/4/22,TRUE
519054,467,"""Breaking News""","""1 community infection among 16 new Covid19 cases in SG , not linked to TTSH cluster""",7/4/22,TRUE
637941,468,"""Channel News Octo""","""South Korea says AstraZeneca Pfizer Covid19 vaccines 87% effective after first shot""",8/4/22,TRUE
108255,469,"""New In""","""Covid19 Air Travel Bubble Flights between Singapore and Hong Kong""",9/4/22,TRUE
901165,470,"""New In""","""Covid19 Entry Requirements for Travellers to China""",10/4/22,TRUE
743387,471,"""Breaking News""","""Hospitals reduce non urgent surgery to prepare for surge in Covid19 cases in S'pore""",11/4/22,TRUE
440681,472,"""Channel News Octo""","""Temporary Covid 19 curbs will not derail Singapore recovery say economists""",12/4/22,TRUE
